,localhour,air1,air2,air3,furnace1,furnace2,waterheater1,total_thermal_load
150,2013-08-20 08:00:00-05,14645.466666666664,4009.9,4103.866666666667,952.8166666666666,1215.7833333333326,787.5166666666665,25715.35
151,2013-08-21 08:00:00-05,14942.566666666666,5214.4333333333325,4894.466666666665,1078.9166666666665,1491.9833333333336,839.7166666666666,28462.08333333333
152,2013-08-22 08:00:00-05,11955.433333333334,13604.05,5623.216666666666,1197.3333333333333,3659.616666666666,406.9833333333333,36446.63333333333
153,2013-08-23 08:00:00-05,18433.133333333328,4536.616666666667,6607.666666666667,1376.7833333333328,1322.566666666667,397.9333333333333,32674.699999999993
154,2013-08-24 08:00:00-05,18128.633333333328,6120.2666666666655,5923.166666666666,1254.4833333333333,1695.9166666666663,831.7833333333331,33954.249999999985
155,2013-08-25 08:00:00-05,14371.75,5836.699999999999,4764.549999999999,1047.6666666666667,1627.6999999999996,803.2666666666665,28451.633333333335
156,2013-08-26 08:00:00-05,8589.983333333334,2776.183333333333,2162.6499999999996,565.5833333333333,989.5166666666665,790.3833333333331,15874.300000000001
157,2013-08-27 08:00:00-05,6472.799999999998,1576.033333333333,681.6999999999999,265.4333333333333,656.1333333333332,806.0999999999999,10458.199999999999
158,2013-08-28 08:00:00-05,15272.966666666667,7077.216666666666,4547.116666666666,998.0999999999999,1943.016666666666,419.1,30257.51666666667
159,2013-08-29 08:00:00-05,18403.533333333333,8346.416666666664,6642.900000000001,1365.2499999999998,2143.9333333333334,825.6,37727.633333333324
160,2013-08-30 08:00:00-05,15434.433333333338,20821.13333333334,7459.583333333333,1493.4666666666662,5260.816666666667,409.8833333333333,50879.316666666666
161,2013-08-31 08:00:00-05,20201.81666666667,8451.983333333334,7776.5,1546.05,2111.9833333333327,426.4666666666665,40514.799999999996
162,2013-09-01 08:00:00-05,19544.783333333333,5054.633333333333,7105.816666666667,1446.466666666667,1375.0333333333333,822.1333333333332,35348.86666666666
163,2013-09-02 08:00:00-05,19158.949999999997,7529.233333333332,7277.266666666666,1469.8666666666663,1929.8333333333333,432.2666666666666,37797.41666666667
164,2013-09-03 08:00:00-05,19042.683333333334,5701.466666666665,7472.28333333333,1502.7499999999998,1505.8833333333332,399.81666666666655,35624.88333333334
165,2013-09-04 08:00:00-05,16844.6,5652.799999999999,5852.9,1225.5833333333333,1559.7666666666664,808.7999999999997,31944.45
166,2013-09-05 08:00:00-05,13548.366666666667,5408.1833333333325,5876.733333333333,1238.0999999999997,1498.5833333333333,403.76666666666654,27973.733333333326
167,2013-09-06 08:00:00-05,16879.8,9425.699999999999,6047.400000000001,1262.4999999999995,2494.216666666667,799.05,36908.66666666667
168,2013-09-07 08:00:00-05,11426.233333333334,7129.033333333333,4217.4,944.7333333333332,2068.0166666666664,805.7499999999999,26591.16666666666
169,2013-09-08 08:00:00-05,9743.116666666665,6206.783333333333,2514.1,632.6,1811.5499999999997,795.5166666666665,21703.666666666657
