utc_timestamp,cet_cest_timestamp,DE_KN_residential4_dishwasher,DE_KN_residential4_ev,DE_KN_residential4_freezer,DE_KN_residential4_grid_export,DE_KN_residential4_grid_import,DE_KN_residential4_heat_pump,DE_KN_residential4_pv,DE_KN_residential4_refrigerator,DE_KN_residential4_washing_machine,interpolated_values
2015-10-04T01:00:00Z,2015-10-04T03:00:00+0200,,,,,,0.000,,,,
2015-10-04T02:00:00Z,2015-10-04T04:00:00+0200,,,,,,0.020,,,,
2015-10-04T03:00:00Z,2015-10-04T05:00:00+0200,,,,,,0.030,,,,
2015-10-04T04:00:00Z,2015-10-04T06:00:00+0200,,,,,,0.040,,,,
2015-10-04T05:00:00Z,2015-10-04T07:00:00+0200,,,,,,0.060,,,,
2015-10-04T06:00:00Z,2015-10-04T08:00:00+0200,,,,,,0.070,,,,
2015-10-04T07:00:00Z,2015-10-04T09:00:00+0200,,,,,,0.080,,,,
2015-10-04T08:00:00Z,2015-10-04T10:00:00+0200,,,,,,0.100,,,,
2015-10-04T09:00:00Z,2015-10-04T11:00:00+0200,,,,,,0.110,,,,
2015-10-04T10:00:00Z,2015-10-04T12:00:00+0200,,,,,,0.120,,,,
2015-10-04T11:00:00Z,2015-10-04T13:00:00+0200,,,,,,0.130,,,,
2015-10-04T12:00:00Z,2015-10-04T14:00:00+0200,,,,,,,,,,
2015-10-04T13:00:00Z,2015-10-04T15:00:00+0200,,,,,,,,,,
2015-10-04T14:00:00Z,2015-10-04T16:00:00+0200,,,,,,,,,,
2015-10-04T15:00:00Z,2015-10-04T17:00:00+0200,,,,,,,,,,
2015-10-04T16:00:00Z,2015-10-04T18:00:00+0200,,,,,,,,,,
2015-10-04T17:00:00Z,2015-10-04T19:00:00+0200,,,,,,,,,,
2015-10-04T18:00:00Z,2015-10-04T20:00:00+0200,,,,,,,,,,
2015-10-04T19:00:00Z,2015-10-04T21:00:00+0200,,,,,,,,,,
2015-10-04T20:00:00Z,2015-10-04T22:00:00+0200,,,,,,,,,,
2015-10-04T21:00:00Z,2015-10-04T23:00:00+0200,,,,,,,,,,
2015-10-04T22:00:00Z,2015-10-05T00:00:00+0200,,,,,,,,,,
2015-10-04T23:00:00Z,2015-10-05T01:00:00+0200,,,,,,,,,,
2015-10-05T00:00:00Z,2015-10-05T02:00:00+0200,,,,,,,,,,
2015-10-05T01:00:00Z,2015-10-05T03:00:00+0200,,,,,,,,,,
2015-10-05T02:00:00Z,2015-10-05T04:00:00+0200,,,,,,,,,,
2015-10-05T03:00:00Z,2015-10-05T05:00:00+0200,,,,,,,,,,
2015-10-05T04:00:00Z,2015-10-05T06:00:00+0200,,,,,,,,,,
2015-10-05T05:00:00Z,2015-10-05T07:00:00+0200,,,,,,,,,,
2015-10-05T06:00:00Z,2015-10-05T08:00:00+0200,,,,,,,,,,
2015-10-05T07:00:00Z,2015-10-05T09:00:00+0200,,,,,,,,,,
2015-10-05T08:00:00Z,2015-10-05T10:00:00+0200,,,,,,,,,,
2015-10-05T09:00:00Z,2015-10-05T11:00:00+0200,,,,,,,,,,
2015-10-05T10:00:00Z,2015-10-05T12:00:00+0200,,,,,,,,,,
2015-10-05T11:00:00Z,2015-10-05T13:00:00+0200,,,,,,,,,,
2015-10-05T12:00:00Z,2015-10-05T14:00:00+0200,,,,,,,,,,
2015-10-05T13:00:00Z,2015-10-05T15:00:00+0200,,,,,,,,,,
2015-10-05T14:00:00Z,2015-10-05T16:00:00+0200,,,,,,,,,,
2015-10-05T15:00:00Z,2015-10-05T17:00:00+0200,,,,,,,,,,
2015-10-05T16:00:00Z,2015-10-05T18:00:00+0200,,,,,,,,,,
2015-10-05T17:00:00Z,2015-10-05T19:00:00+0200,,,,,,,,,,
2015-10-05T18:00:00Z,2015-10-05T20:00:00+0200,,,,,,,,,,
2015-10-05T19:00:00Z,2015-10-05T21:00:00+0200,,,,,,,,,,
2015-10-05T20:00:00Z,2015-10-05T22:00:00+0200,,,,,,,,,,
2015-10-05T21:00:00Z,2015-10-05T23:00:00+0200,,,,,,,,,,
2015-10-05T22:00:00Z,2015-10-06T00:00:00+0200,,,,,,,,,,
2015-10-05T23:00:00Z,2015-10-06T01:00:00+0200,,,,,,,,,,
2015-10-06T00:00:00Z,2015-10-06T02:00:00+0200,,,,,,,,,,
2015-10-06T01:00:00Z,2015-10-06T03:00:00+0200,,,,,,,,,,
2015-10-06T02:00:00Z,2015-10-06T04:00:00+0200,,,,,,,,,,
2015-10-06T03:00:00Z,2015-10-06T05:00:00+0200,,,,,,,,,,
2015-10-06T04:00:00Z,2015-10-06T06:00:00+0200,,,,,,,,,,
2015-10-06T05:00:00Z,2015-10-06T07:00:00+0200,,,,,,,,,,
2015-10-06T06:00:00Z,2015-10-06T08:00:00+0200,,,,,,,,,,
2015-10-06T07:00:00Z,2015-10-06T09:00:00+0200,,,,,,,,,,
2015-10-06T08:00:00Z,2015-10-06T10:00:00+0200,,,,,,,,,,
2015-10-06T09:00:00Z,2015-10-06T11:00:00+0200,,,,,,,,,,
2015-10-06T10:00:00Z,2015-10-06T12:00:00+0200,,,,,,,,,,
2015-10-06T11:00:00Z,2015-10-06T13:00:00+0200,,,,,,,,,,
2015-10-06T12:00:00Z,2015-10-06T14:00:00+0200,,,,,,,,,,
2015-10-06T13:00:00Z,2015-10-06T15:00:00+0200,,,,,,,,,,
2015-10-06T14:00:00Z,2015-10-06T16:00:00+0200,,,,,,,,,,
2015-10-06T15:00:00Z,2015-10-06T17:00:00+0200,,,,,,,,,,
2015-10-06T16:00:00Z,2015-10-06T18:00:00+0200,,,,,,,,,,
2015-10-06T17:00:00Z,2015-10-06T19:00:00+0200,,,,,,,,,,
2015-10-06T18:00:00Z,2015-10-06T20:00:00+0200,,,,,,,,,,
2015-10-06T19:00:00Z,2015-10-06T21:00:00+0200,,,,,,,,,,
2015-10-06T20:00:00Z,2015-10-06T22:00:00+0200,,,,,,,,,,
2015-10-06T21:00:00Z,2015-10-06T23:00:00+0200,,,,,,,,,,
2015-10-06T22:00:00Z,2015-10-07T00:00:00+0200,,,,,,,,,,
2015-10-06T23:00:00Z,2015-10-07T01:00:00+0200,,,,,,,,,,
2015-10-07T00:00:00Z,2015-10-07T02:00:00+0200,,,,,,,,,,
2015-10-07T01:00:00Z,2015-10-07T03:00:00+0200,,,,,,,,,,
2015-10-07T02:00:00Z,2015-10-07T04:00:00+0200,,,,,,,,,,
2015-10-07T03:00:00Z,2015-10-07T05:00:00+0200,,,,,,,,,,
2015-10-07T04:00:00Z,2015-10-07T06:00:00+0200,,,,,,,,,,
2015-10-07T05:00:00Z,2015-10-07T07:00:00+0200,,,,,,,,,,
2015-10-07T06:00:00Z,2015-10-07T08:00:00+0200,,,,,,,,,,
2015-10-07T07:00:00Z,2015-10-07T09:00:00+0200,,,,,,,,,,
2015-10-07T08:00:00Z,2015-10-07T10:00:00+0200,,,,,,,,,,
2015-10-07T09:00:00Z,2015-10-07T11:00:00+0200,,,,,,,,,,
2015-10-07T10:00:00Z,2015-10-07T12:00:00+0200,,,,,,,,,,
2015-10-07T11:00:00Z,2015-10-07T13:00:00+0200,,,,,,,,,,
2015-10-07T12:00:00Z,2015-10-07T14:00:00+0200,,,,,,,,,,
2015-10-07T13:00:00Z,2015-10-07T15:00:00+0200,,,,,,,,,,
2015-10-07T14:00:00Z,2015-10-07T16:00:00+0200,,,,,,,,,,
2015-10-07T15:00:00Z,2015-10-07T17:00:00+0200,,,,,,,,,,
2015-10-07T16:00:00Z,2015-10-07T18:00:00+0200,,,,,,,,,,
2015-10-07T17:00:00Z,2015-10-07T19:00:00+0200,,,,,,,,,,
2015-10-07T18:00:00Z,2015-10-07T20:00:00+0200,,,,,,,,,,
2015-10-07T19:00:00Z,2015-10-07T21:00:00+0200,,,,,,,,,,
2015-10-07T20:00:00Z,2015-10-07T22:00:00+0200,,,,,,,,,,
2015-10-07T21:00:00Z,2015-10-07T23:00:00+0200,,,,,,,,,,
2015-10-07T22:00:00Z,2015-10-08T00:00:00+0200,,,,,,,,,,
2015-10-07T23:00:00Z,2015-10-08T01:00:00+0200,,,,,,,,,,
2015-10-08T00:00:00Z,2015-10-08T02:00:00+0200,,,,,,,,,,
2015-10-08T01:00:00Z,2015-10-08T03:00:00+0200,,,,,,,,,,
2015-10-08T02:00:00Z,2015-10-08T04:00:00+0200,,,,,,,,,,
2015-10-08T03:00:00Z,2015-10-08T05:00:00+0200,,,,,,,,,,
2015-10-08T04:00:00Z,2015-10-08T06:00:00+0200,,,,,,,,,,
2015-10-08T05:00:00Z,2015-10-08T07:00:00+0200,,,,,,,,,,
2015-10-08T06:00:00Z,2015-10-08T08:00:00+0200,,,,,,,,,,
2015-10-08T07:00:00Z,2015-10-08T09:00:00+0200,,,,,,,,,,
2015-10-08T08:00:00Z,2015-10-08T10:00:00+0200,,,,,,,,,,
2015-10-08T09:00:00Z,2015-10-08T11:00:00+0200,,,,,,,,,,
2015-10-08T10:00:00Z,2015-10-08T12:00:00+0200,,,,,,,,,,
2015-10-08T11:00:00Z,2015-10-08T13:00:00+0200,,,,,,,,,,
2015-10-08T12:00:00Z,2015-10-08T14:00:00+0200,,,,,,,,,,
2015-10-08T13:00:00Z,2015-10-08T15:00:00+0200,,,,,,,,,,
2015-10-08T14:00:00Z,2015-10-08T16:00:00+0200,,,,,,,,,,
2015-10-08T15:00:00Z,2015-10-08T17:00:00+0200,,,,,,,,,,
2015-10-08T16:00:00Z,2015-10-08T18:00:00+0200,,,,,,,,,,
2015-10-08T17:00:00Z,2015-10-08T19:00:00+0200,,,,,,,,,,
2015-10-08T18:00:00Z,2015-10-08T20:00:00+0200,,,,,,,,,,
2015-10-08T19:00:00Z,2015-10-08T21:00:00+0200,,,,,,,,,,
2015-10-08T20:00:00Z,2015-10-08T22:00:00+0200,,,,,,,,,,
2015-10-08T21:00:00Z,2015-10-08T23:00:00+0200,,,,,,,,,,
2015-10-08T22:00:00Z,2015-10-09T00:00:00+0200,,,,,,,,,,
2015-10-08T23:00:00Z,2015-10-09T01:00:00+0200,,,,,,,,,,
2015-10-09T00:00:00Z,2015-10-09T02:00:00+0200,,,,,,,,,,
2015-10-09T01:00:00Z,2015-10-09T03:00:00+0200,,,,,,,,,,
2015-10-09T02:00:00Z,2015-10-09T04:00:00+0200,,,,,,,,,,
2015-10-09T03:00:00Z,2015-10-09T05:00:00+0200,,,,,,,,,,
2015-10-09T04:00:00Z,2015-10-09T06:00:00+0200,,,,,,,,,,
2015-10-09T05:00:00Z,2015-10-09T07:00:00+0200,,,,,,,,,,
2015-10-09T06:00:00Z,2015-10-09T08:00:00+0200,,,,,,,,,,
2015-10-09T07:00:00Z,2015-10-09T09:00:00+0200,,,,,,,,,,
2015-10-09T08:00:00Z,2015-10-09T10:00:00+0200,,,,,,,,,,
2015-10-09T09:00:00Z,2015-10-09T11:00:00+0200,,,,,,,,,,
2015-10-09T10:00:00Z,2015-10-09T12:00:00+0200,,,,,,,,,,
2015-10-09T11:00:00Z,2015-10-09T13:00:00+0200,,,,,,,,,,
2015-10-09T12:00:00Z,2015-10-09T14:00:00+0200,,,,,,,,,,
2015-10-09T13:00:00Z,2015-10-09T15:00:00+0200,,,,,,,,,,
2015-10-09T14:00:00Z,2015-10-09T16:00:00+0200,,,,,,,,,,
2015-10-09T15:00:00Z,2015-10-09T17:00:00+0200,,,,,,,,,,
2015-10-09T16:00:00Z,2015-10-09T18:00:00+0200,,,,,,,,,,
2015-10-09T17:00:00Z,2015-10-09T19:00:00+0200,,,,,,,,,,
2015-10-09T18:00:00Z,2015-10-09T20:00:00+0200,,,,,,,,,,
2015-10-09T19:00:00Z,2015-10-09T21:00:00+0200,,,,,,,,,,
2015-10-09T20:00:00Z,2015-10-09T22:00:00+0200,,,,,,,,,,
2015-10-09T21:00:00Z,2015-10-09T23:00:00+0200,,,,,,,,,,
2015-10-09T22:00:00Z,2015-10-10T00:00:00+0200,,,,,,,,,,
2015-10-09T23:00:00Z,2015-10-10T01:00:00+0200,,,,,,,,,,
2015-10-10T00:00:00Z,2015-10-10T02:00:00+0200,,,,,,,,,,
2015-10-10T01:00:00Z,2015-10-10T03:00:00+0200,,,,,,,,,,
2015-10-10T02:00:00Z,2015-10-10T04:00:00+0200,,,,,,,,,,
2015-10-10T03:00:00Z,2015-10-10T05:00:00+0200,,,,,,,,,,
2015-10-10T04:00:00Z,2015-10-10T06:00:00+0200,,,,,,,,,,
2015-10-10T05:00:00Z,2015-10-10T07:00:00+0200,,,,,,,,,,
2015-10-10T06:00:00Z,2015-10-10T08:00:00+0200,,,,,,,,,,
2015-10-10T07:00:00Z,2015-10-10T09:00:00+0200,,,,,,,,,,
2015-10-10T08:00:00Z,2015-10-10T10:00:00+0200,,,,,,,,,,
2015-10-10T09:00:00Z,2015-10-10T11:00:00+0200,,,,,,,,,,
2015-10-10T10:00:00Z,2015-10-10T12:00:00+0200,,,,,,,,,,
2015-10-10T11:00:00Z,2015-10-10T13:00:00+0200,,,,,,,,,,
2015-10-10T12:00:00Z,2015-10-10T14:00:00+0200,,,,,,,,,,
2015-10-10T13:00:00Z,2015-10-10T15:00:00+0200,,,,,,,,,,
2015-10-10T14:00:00Z,2015-10-10T16:00:00+0200,,,,,,,,,,
2015-10-10T15:00:00Z,2015-10-10T17:00:00+0200,,,,,,,,,,
2015-10-10T16:00:00Z,2015-10-10T18:00:00+0200,,,,,,,,,,
2015-10-10T17:00:00Z,2015-10-10T19:00:00+0200,,,,,,,,,,
2015-10-10T18:00:00Z,2015-10-10T20:00:00+0200,,,,,,2.160,,,,
2015-10-10T19:00:00Z,2015-10-10T21:00:00+0200,,,,,,2.170,,,,
2015-10-10T20:00:00Z,2015-10-10T22:00:00+0200,,,,,,2.190,,,,
2015-10-10T21:00:00Z,2015-10-10T23:00:00+0200,,,,,,2.200,,,,
2015-10-10T22:00:00Z,2015-10-11T00:00:00+0200,,,,,,2.210,,,,
2015-10-10T23:00:00Z,2015-10-11T01:00:00+0200,,,,,,2.230,,,,
2015-10-11T00:00:00Z,2015-10-11T02:00:00+0200,,,,,,2.240,,,,
2015-10-11T01:00:00Z,2015-10-11T03:00:00+0200,,,,,,2.250,,,,
2015-10-11T02:00:00Z,2015-10-11T04:00:00+0200,,,,,,2.270,,,,
2015-10-11T03:00:00Z,2015-10-11T05:00:00+0200,,,,,,2.280,,,,
2015-10-11T04:00:00Z,2015-10-11T06:00:00+0200,,,,,,2.290,,,,
2015-10-11T05:00:00Z,2015-10-11T07:00:00+0200,,,,,,2.310,,,,
2015-10-11T06:00:00Z,2015-10-11T08:00:00+0200,,,,,,2.320,,,,
2015-10-11T07:00:00Z,2015-10-11T09:00:00+0200,,,,,,2.330,,,,
2015-10-11T08:00:00Z,2015-10-11T10:00:00+0200,,,,,,2.350,,,,
2015-10-11T09:00:00Z,2015-10-11T11:00:00+0200,,,,,,2.360,,,,
2015-10-11T10:00:00Z,2015-10-11T12:00:00+0200,,,,,,2.371,,,,DE_KN_residential4_heat_pump
2015-10-11T11:00:00Z,2015-10-11T13:00:00+0200,,,,,,2.387,,,,DE_KN_residential4_heat_pump
2015-10-11T12:00:00Z,2015-10-11T14:00:00+0200,,,,,,2.400,,,,DE_KN_residential4_heat_pump
2015-10-11T13:00:00Z,2015-10-11T15:00:00+0200,,,,,,2.410,,,,
2015-10-11T14:00:00Z,2015-10-11T16:00:00+0200,,,,,,2.430,,,,
2015-10-11T15:00:00Z,2015-10-11T17:00:00+0200,,,,,,2.440,,,,
2015-10-11T16:00:00Z,2015-10-11T18:00:00+0200,,,,,,2.450,,,,
2015-10-11T17:00:00Z,2015-10-11T19:00:00+0200,,,,,,2.470,,,,
2015-10-11T18:00:00Z,2015-10-11T20:00:00+0200,,,,,,2.480,,,,
2015-10-11T19:00:00Z,2015-10-11T21:00:00+0200,,,,0.000,0.077,2.495,0.000,,,
2015-10-11T20:00:00Z,2015-10-11T22:00:00+0200,,,,0.000,0.445,2.510,0.000,,,DE_KN_residential4_grid_export | DE_KN_residential4_grid_import
2015-10-11T21:00:00Z,2015-10-11T23:00:00+0200,,,,0.000,0.760,2.520,0.000,,,
2015-10-11T22:00:00Z,2015-10-12T00:00:00+0200,,,,0.000,1.060,2.530,0.000,,,
2015-10-11T23:00:00Z,2015-10-12T01:00:00+0200,,,,0.000,1.315,2.550,0.000,,,DE_KN_residential4_grid_export | DE_KN_residential4_grid_import
2015-10-12T00:00:00Z,2015-10-12T02:00:00+0200,,,,0.000,1.503,2.560,0.000,,,
2015-10-12T01:00:00Z,2015-10-12T03:00:00+0200,,,,0.000,1.715,2.570,0.000,,,
2015-10-12T02:00:00Z,2015-10-12T04:00:00+0200,,,,0.000,1.893,2.590,0.000,,,
2015-10-12T03:00:00Z,2015-10-12T05:00:00+0200,,,,0.000,2.078,2.600,0.000,,,DE_KN_residential4_grid_export | DE_KN_residential4_grid_import
2015-10-12T04:00:00Z,2015-10-12T06:00:00+0200,,,,0.000,2.255,2.610,0.000,,,DE_KN_residential4_grid_export | DE_KN_residential4_grid_import
2015-10-12T05:00:00Z,2015-10-12T07:00:00+0200,,,,0.000,2.433,2.630,0.000,,,
2015-10-12T06:00:00Z,2015-10-12T08:00:00+0200,,,,0.000,2.763,2.640,0.000,,,
2015-10-12T07:00:00Z,2015-10-12T09:00:00+0200,,,,0.000,3.045,2.650,0.000,,,DE_KN_residential4_grid_export | DE_KN_residential4_grid_import
2015-10-12T08:00:00Z,2015-10-12T10:00:00+0200,,,,0.010,3.475,2.670,0.226,,,DE_KN_residential4_grid_export | DE_KN_residential4_grid_import
2015-10-12T09:00:00Z,2015-10-12T11:00:00+0200,,,,0.533,3.880,2.680,1.115,,,DE_KN_residential4_grid_export | DE_KN_residential4_grid_import
2015-10-12T10:00:00Z,2015-10-12T12:00:00+0200,,,,1.805,3.950,2.690,3.400,,,
2015-10-12T11:00:00Z,2015-10-12T13:00:00+0200,,,,5.287,3.950,2.737,7.200,,,DE_KN_residential4_grid_export | DE_KN_residential4_grid_import
2015-10-12T12:00:00Z,2015-10-12T14:00:00+0200,,,,11.104,3.950,2.825,13.320,,,
2015-10-12T13:00:00Z,2015-10-12T15:00:00+0200,,,,17.774,3.950,2.905,20.181,,,
2015-10-12T14:00:00Z,2015-10-12T16:00:00+0200,,,,21.899,3.950,2.990,24.605,,,DE_KN_residential4_grid_export | DE_KN_residential4_grid_import
2015-10-12T15:00:00Z,2015-10-12T17:00:00+0200,,,,25.795,3.950,3.040,28.725,,,DE_KN_residential4_grid_export | DE_KN_residential4_grid_import
2015-10-12T16:00:00Z,2015-10-12T18:00:00+0200,,,,29.335,3.950,3.050,32.444,,,DE_KN_residential4_grid_export | DE_KN_residential4_grid_import
2015-10-12T17:00:00Z,2015-10-12T19:00:00+0200,,,,30.340,3.958,3.070,33.726,,,
2015-10-12T18:00:00Z,2015-10-12T20:00:00+0200,,,,30.390,4.081,3.080,33.920,,,DE_KN_residential4_grid_export | DE_KN_residential4_grid_import
2015-10-12T19:00:00Z,2015-10-12T21:00:00+0200,,,,30.390,4.316,3.090,33.920,,,DE_KN_residential4_grid_export | DE_KN_residential4_grid_import
2015-10-12T20:00:00Z,2015-10-12T22:00:00+0200,,,,30.390,4.530,3.110,33.920,,,DE_KN_residential4_grid_export | DE_KN_residential4_grid_import
2015-10-12T21:00:00Z,2015-10-12T23:00:00+0200,,,,30.390,4.752,3.120,33.920,,,
2015-10-12T22:00:00Z,2015-10-13T00:00:00+0200,,,,30.390,5.050,3.135,33.920,,,
2015-10-12T23:00:00Z,2015-10-13T01:00:00+0200,,,,30.390,5.305,3.170,33.920,,,DE_KN_residential4_grid_export | DE_KN_residential4_grid_import
2015-10-13T00:00:00Z,2015-10-13T02:00:00+0200,,,,30.390,5.490,3.180,33.920,,,
2015-10-13T01:00:00Z,2015-10-13T03:00:00+0200,,,,30.390,5.620,3.190,33.920,,,DE_KN_residential4_grid_export | DE_KN_residential4_grid_import
2015-10-13T02:00:00Z,2015-10-13T04:00:00+0200,,,,30.390,5.805,3.190,33.920,,,
2015-10-13T03:00:00Z,2015-10-13T05:00:00+0200,,,,30.390,5.947,3.200,33.920,,,
2015-10-13T04:00:00Z,2015-10-13T06:00:00+0200,,,,30.390,6.093,3.210,33.920,,,
2015-10-13T05:00:00Z,2015-10-13T07:00:00+0200,,,,30.390,6.260,3.220,33.920,,,DE_KN_residential4_grid_export | DE_KN_residential4_grid_import
2015-10-13T06:00:00Z,2015-10-13T08:00:00+0200,,,,30.390,6.535,3.230,33.920,,,
2015-10-13T07:00:00Z,2015-10-13T09:00:00+0200,,,,30.390,6.810,3.230,33.920,,,DE_KN_residential4_grid_export | DE_KN_residential4_grid_import
2015-10-13T08:00:00Z,2015-10-13T10:00:00+0200,,,,30.455,6.850,3.240,34.085,,,DE_KN_residential4_grid_export | DE_KN_residential4_grid_import
2015-10-13T09:00:00Z,2015-10-13T11:00:00+0200,,,,30.740,6.850,3.250,34.545,,,
2015-10-13T10:00:00Z,2015-10-13T12:00:00+0200,,,,31.555,6.850,3.260,35.500,,,
2015-10-13T11:00:00Z,2015-10-13T13:00:00+0200,,,,32.770,6.850,3.260,36.895,,,
2015-10-13T12:00:00Z,2015-10-13T14:00:00+0200,,,,34.198,6.959,3.270,38.841,,,DE_KN_residential4_grid_export | DE_KN_residential4_grid_import
2015-10-13T13:00:00Z,2015-10-13T15:00:00+0200,,,,34.977,7.140,3.280,39.931,,,DE_KN_residential4_grid_export | DE_KN_residential4_grid_import
2015-10-13T14:00:00Z,2015-10-13T16:00:00+0200,,,,35.506,7.140,3.290,40.675,,,
2015-10-13T15:00:00Z,2015-10-13T17:00:00+0200,,,,35.620,7.680,3.300,41.165,,,DE_KN_residential4_grid_export | DE_KN_residential4_grid_import
2015-10-13T16:00:00Z,2015-10-13T18:00:00+0200,,,,35.699,7.800,3.300,41.495,,,DE_KN_residential4_grid_export | DE_KN_residential4_grid_import
2015-10-13T17:00:00Z,2015-10-13T19:00:00+0200,,,,35.720,8.010,3.310,41.631,,,
2015-10-13T18:00:00Z,2015-10-13T20:00:00+0200,0.002,0.945,0.012,35.720,9.903,3.320,41.641,,0.001,
2015-10-13T19:00:00Z,2015-10-13T21:00:00+0200,0.004,1.613,0.031,35.720,11.173,3.637,41.641,,0.003,
2015-10-13T20:00:00Z,2015-10-13T22:00:00+0200,0.004,1.613,0.056,35.720,11.956,4.320,41.641,,0.003,DE_KN_residential4_grid_export | DE_KN_residential4_grid_import
2015-10-13T21:00:00Z,2015-10-13T23:00:00+0200,0.004,1.613,0.078,35.720,12.660,4.750,41.641,,0.003,
2015-10-13T22:00:00Z,2015-10-14T00:00:00+0200,0.004,1.613,0.093,35.720,13.230,5.100,41.641,,0.003,
2015-10-13T23:00:00Z,2015-10-14T01:00:00+0200,0.004,1.613,0.124,35.720,13.890,5.533,41.641,,0.003,
2015-10-14T00:00:00Z,2015-10-14T02:00:00+0200,0.004,1.613,0.139,35.720,14.395,5.870,41.641,,0.003,
2015-10-14T01:00:00Z,2015-10-14T03:00:00+0200,0.004,1.613,0.168,35.720,14.920,6.220,41.641,,0.003,DE_KN_residential4_grid_export | DE_KN_residential4_grid_import
2015-10-14T02:00:00Z,2015-10-14T04:00:00+0200,0.004,1.613,0.184,35.720,15.478,6.655,41.641,,0.003,
2015-10-14T03:00:00Z,2015-10-14T05:00:00+0200,0.004,1.613,0.209,35.720,16.366,7.465,41.641,,0.003,
2015-10-14T04:00:00Z,2015-10-14T06:00:00+0200,0.004,1.613,0.228,35.720,17.020,7.850,41.641,,0.003,DE_KN_residential4_grid_export | DE_KN_residential4_grid_import
2015-10-14T05:00:00Z,2015-10-14T07:00:00+0200,0.004,1.613,0.250,35.720,17.530,8.270,41.641,,0.003,DE_KN_residential4_grid_export | DE_KN_residential4_grid_import
2015-10-14T06:00:00Z,2015-10-14T08:00:00+0200,0.004,1.613,0.272,35.720,18.343,8.805,41.641,,0.003,
2015-10-14T07:00:00Z,2015-10-14T09:00:00+0200,0.004,1.613,0.290,35.720,19.462,9.630,41.646,,0.003,DE_KN_residential4_grid_export | DE_KN_residential4_grid_import
2015-10-14T08:00:00Z,2015-10-14T10:00:00+0200,0.004,1.613,0.316,35.844,20.013,10.310,42.020,,0.003,DE_KN_residential4_grid_export | DE_KN_residential4_grid_import
2015-10-14T09:00:00Z,2015-10-14T11:00:00+0200,0.004,1.613,0.332,36.333,20.180,10.557,42.800,,0.003,
2015-10-14T10:00:00Z,2015-10-14T12:00:00+0200,0.004,1.613,0.360,37.633,20.270,10.990,44.630,0.000,0.003,DE_KN_residential4_grid_export | DE_KN_residential4_grid_import
2015-10-14T11:00:00Z,2015-10-14T13:00:00+0200,0.004,1.613,0.375,39.860,20.280,11.370,47.450,0.033,0.003,
2015-10-14T12:00:00Z,2015-10-14T14:00:00+0200,0.005,2.129,0.403,42.156,20.681,11.655,50.785,0.034,0.003,DE_KN_residential4_grid_export | DE_KN_residential4_grid_import
2015-10-14T13:00:00Z,2015-10-14T15:00:00+0200,0.010,3.958,0.420,43.245,20.810,11.905,53.965,0.071,0.005,DE_KN_residential4_grid_export | DE_KN_residential4_grid_import
2015-10-14T14:00:00Z,2015-10-14T16:00:00+0200,0.014,5.684,0.441,43.660,20.937,12.150,56.436,0.071,0.007,
2015-10-14T15:00:00Z,2015-10-14T17:00:00+0200,0.018,7.549,0.464,43.660,21.755,12.400,57.825,0.091,0.010,
2015-10-14T16:00:00Z,2015-10-14T18:00:00+0200,0.022,8.871,0.480,43.660,23.230,13.200,58.690,0.106,0.012,
2015-10-14T17:00:00Z,2015-10-14T19:00:00+0200,0.023,9.294,0.513,43.678,23.404,13.210,59.131,0.106,0.012,DE_KN_residential4_grid_export | DE_KN_residential4_grid_import
2015-10-14T18:00:00Z,2015-10-14T20:00:00+0200,0.023,9.294,0.529,43.680,24.160,13.220,59.170,0.144,0.012,DE_KN_residential4_grid_export | DE_KN_residential4_grid_import
2015-10-14T19:00:00Z,2015-10-14T21:00:00+0200,0.023,9.294,0.552,43.680,24.380,13.220,59.170,0.144,0.012,DE_KN_residential4_grid_export | DE_KN_residential4_grid_import
2015-10-14T20:00:00Z,2015-10-14T22:00:00+0200,0.023,9.294,0.573,43.680,24.653,13.230,59.170,0.178,0.012,
2015-10-14T21:00:00Z,2015-10-14T23:00:00+0200,0.023,9.294,0.593,43.680,24.890,13.240,59.170,0.178,0.012,
2015-10-14T22:00:00Z,2015-10-15T00:00:00+0200,0.023,9.294,0.618,43.680,25.258,13.240,59.170,0.214,0.012,
2015-10-14T23:00:00Z,2015-10-15T01:00:00+0200,0.023,9.294,0.634,43.680,25.485,13.250,59.170,0.216,0.012,
2015-10-15T00:00:00Z,2015-10-15T02:00:00+0200,0.023,9.294,0.663,43.680,25.670,13.250,59.170,0.227,0.012,
2015-10-15T01:00:00Z,2015-10-15T03:00:00+0200,0.023,9.294,0.678,43.680,25.835,13.260,59.170,0.249,0.012,
2015-10-15T02:00:00Z,2015-10-15T04:00:00+0200,0.023,9.294,0.702,43.680,25.977,13.270,59.170,0.249,0.012,DE_KN_residential4_grid_export | DE_KN_residential4_grid_import
2015-10-15T03:00:00Z,2015-10-15T05:00:00+0200,0.023,9.294,0.722,43.680,26.147,13.270,59.170,0.281,0.012,DE_KN_residential4_grid_export | DE_KN_residential4_grid_import
2015-10-15T04:00:00Z,2015-10-15T06:00:00+0200,0.023,9.294,0.743,43.680,26.288,13.280,59.170,0.281,0.012,
2015-10-15T05:00:00Z,2015-10-15T07:00:00+0200,0.023,9.294,0.766,43.680,26.460,13.280,59.170,0.308,0.012,
2015-10-15T06:00:00Z,2015-10-15T08:00:00+0200,0.023,9.294,0.782,43.680,26.683,13.290,59.170,0.312,0.012,DE_KN_residential4_grid_export | DE_KN_residential4_grid_import
