,0,0
0,5863.616666666666,6675.2421875
1,5273.083333333332,3760.999755859375
2,5118.283333333333,5669.26611328125
3,7973.116666666666,6339.0322265625
4,8321.466666666665,5892.53173828125
5,10634.699999999997,10163.0625
6,11497.383333333331,9618.572265625
7,7637.716666666665,8194.357421875
8,6158.616666666667,5202.39892578125
9,3489.733333333333,3297.538818359375
10,6015.366666666665,5330.34521484375
11,5902.399999999999,7931.58740234375
12,9321.183333333332,8174.82373046875
13,9522.866666666665,9511.806640625
14,8248.55,7417.83740234375
15,9209.15,6855.5283203125
16,10064.983333333332,8805.4091796875
17,10602.699999999999,8625.5673828125
18,10646.3,9306.5576171875
19,9587.699999999997,8752.6533203125
20,11623.55,9369.32421875
21,5292.166666666666,6332.08642578125
22,5878.849999999999,6058.1328125
23,5824.366666666667,10468.4931640625
24,7098.75,11988.4326171875
25,7008.766666666665,8524.6748046875
26,6639.0,7171.48388671875
27,8264.55,5714.41455078125
28,8084.799999999998,5389.10205078125
29,9596.616666666667,5237.51611328125
30,8649.283333333333,6731.154296875
31,9819.749999999998,7204.26123046875
32,9808.266666666666,6517.63427734375
33,10178.55,6756.28369140625
34,9208.366666666665,6651.80126953125
35,5435.083333333333,4622.9033203125
36,5925.983333333332,10337.234375
37,4517.299999999999,9649.2763671875
38,5240.266666666666,9566.07421875
39,3603.7999999999997,5698.52392578125
40,4117.15,3172.55126953125
41,3288.3833333333323,3334.389404296875
42,4943.049999999999,5525.212890625
43,3537.5499999999993,5198.01611328125
44,6436.449999999999,6398.11767578125
45,4885.616666666666,5840.14599609375
46,5735.883333333333,4445.58935546875
47,9185.099999999999,5557.76806640625
48,8302.133333333333,7221.1875
49,6612.883333333333,5951.60302734375
50,3492.9999999999995,5248.853515625
51,6058.766666666666,8903.669921875
52,2326.6166666666663,7214.33056640625
53,4302.616666666667,1803.4012451171875
54,3686.383333333333,3721.2578125
55,7714.266666666666,6290.87158203125
56,6039.733333333333,3157.12744140625
57,2327.333333333333,1033.352783203125
58,5284.449999999999,3637.70849609375
59,2275.116666666666,2271.94677734375
60,6756.699999999999,5576.93798828125
61,6116.066666666666,8860.1279296875
62,4285.349999999999,4580.53173828125
63,4886.083333333332,7134.17529296875
64,3491.0333333333333,3409.369140625
65,1484.7999999999997,3079.08984375
66,3876.016666666666,4161.1611328125
67,11184.633333333333,7579.15966796875
68,7159.083333333333,8437.2109375
69,9884.983333333334,8300.125
70,15675.966666666667,11120.4912109375
71,18576.033333333333,16523.80859375
72,15423.366666666667,14552.0927734375
73,5227.95,5436.66162109375
74,4112.666666666666,2982.45458984375
75,5015.483333333333,10101.361328125
76,2803.033333333333,7574.23681640625
77,9177.883333333333,14376.8642578125
78,6254.5999999999985,10790.708984375
79,8250.05,6105.50048828125
80,9798.383333333331,10848.7177734375
81,9410.733333333332,15063.689453125
82,6968.799999999999,4972.39404296875
83,9371.316666666668,6544.6435546875
84,7661.233333333334,9459.6533203125
85,1350.0999999999997,2403.925048828125
86,3155.3,4807.02587890625
87,8337.766666666666,10448.9736328125
88,6380.2666666666655,15184.8544921875
89,5010.033333333333,11566.0986328125
90,4985.099999999999,6652.00732421875
91,4443.633333333332,2186.158935546875
92,8764.116666666665,7752.66845703125
93,5713.700000000001,7468.49072265625
94,4058.9666666666662,5242.23193359375
95,9669.383333333331,8648.6982421875
96,5572.216666666666,6841.62841796875
97,8175.166666666665,6004.68017578125
98,16672.466666666664,12335.3994140625
99,28562.949999999997,17474.64453125
100,13079.2,16776.623046875
101,22464.683333333334,7199.18310546875
102,8127.983333333334,7364.85888671875
103,4680.716666666666,5509.96923828125
104,3003.4999999999995,8483.3701171875
105,3943.95,6140.92236328125
106,1289.6499999999999,5354.39208984375
107,655.4499999999999,6273.90478515625
108,6080.783333333333,8761.6494140625
109,4744.883333333333,3389.3544921875
110,5311.6,2452.1904296875
111,9167.016666666666,3901.11767578125
112,3722.683333333333,3834.58203125
113,6279.333333333333,8390.1689453125
114,4735.849999999999,8443.4775390625
115,3374.983333333333,3424.157470703125
116,6099.099999999999,5761.388671875
117,7431.116666666667,7326.45458984375
118,1072.0166666666667,1756.7073974609375
119,5113.9333333333325,637.9371948242188
120,5413.416666666666,6770.0078125
121,3582.766666666667,857.7698974609375
122,1661.883333333333,2531.5859375
123,7073.233333333334,5599.46142578125
124,3616.1499999999996,4389.85107421875
125,5487.483333333333,8405.6591796875
126,2094.4999999999995,2230.7412109375
127,16099.666666666668,7655.66943359375
128,10374.316666666668,7880.90771484375
129,3582.8499999999995,2891.27294921875
130,5922.783333333333,3240.174072265625
131,4915.266666666666,3922.76708984375
132,9320.533333333333,7878.814453125
133,4185.9333333333325,9378.8623046875
134,5319.4333333333325,6533.9638671875
135,7223.699999999999,5532.58642578125
136,7406.716666666665,5820.85546875
137,3088.6666666666665,7776.28515625
138,1939.4166666666663,5308.92626953125
139,3062.5499999999993,3967.9609375
140,4044.1666666666656,798.2420654296875
141,1136.0499999999997,1817.8245849609375
142,1946.033333333333,1454.1458740234375
143,8899.633333333333,7126.501953125
144,6444.633333333332,5457.34521484375
145,5994.466666666665,4208.259765625
146,6267.133333333332,2942.2236328125
147,5971.966666666666,4899.8095703125
148,8831.399999999998,5377.17578125
149,1877.8333333333333,5567.34765625
150,4364.483333333333,5146.71240234375
151,7159.883333333331,5250.50927734375
152,7831.283333333332,3620.838623046875
153,6198.783333333333,1820.3262939453125
154,4330.516666666666,4318.53466796875
155,5719.783333333332,2207.408935546875
156,6913.333333333333,8433.5888671875
157,4386.15,4292.640625
158,7347.599999999999,3383.61962890625
159,4978.666666666666,2818.7666015625
160,5249.833333333332,3489.7275390625
161,6881.399999999999,5923.65283203125
162,6445.116666666666,6923.0869140625
163,1829.1666666666663,2555.255615234375
164,2256.9666666666662,4806.00732421875
165,3419.8,822.5880126953125
166,3761.3666666666663,5220.4833984375
167,5169.9333333333325,7370.41162109375
168,3470.333333333333,3721.990966796875
169,4202.65,4096.4716796875
170,4239.799999999999,1916.0460205078125
171,2747.6499999999996,1488.2374267578125
172,4706.833333333332,1790.4429931640625
173,1230.5,1817.2215576171875
174,2015.85,2443.981689453125
175,1460.2166666666665,2165.391357421875
176,4200.533333333333,2555.12158203125
177,1026.8333333333333,1979.4124755859375
178,1542.3,2606.84326171875
179,1404.7166666666667,729.863525390625
180,2034.5,1990.054443359375
181,3617.1499999999996,2562.67822265625
182,2711.5499999999993,3645.703125
183,2491.8999999999996,670.039306640625
184,5587.966666666666,5373.39501953125
185,4881.116666666666,4334.22802734375
186,5660.099999999999,3377.67041015625
187,5545.466666666665,7486.54443359375
188,4300.583333333333,2741.785888671875
189,5597.033333333333,7318.931640625
190,5013.866666666666,5405.82568359375
191,5034.966666666666,5255.40087890625
192,8518.15,6390.52490234375
193,7927.033333333333,7329.86083984375
194,3264.95,2523.37255859375
195,5280.833333333332,5017.9921875
196,6421.1833333333325,4617.25
197,8041.283333333333,4364.98974609375
198,5679.5999999999985,5318.16455078125
199,7574.883333333332,6646.1142578125
200,5881.866666666665,6330.55908203125
201,5872.449999999999,4809.77197265625
202,5460.383333333332,5545.22021484375
203,7740.633333333331,5037.15380859375
204,7750.066666666666,7629.7802734375
205,3574.516666666666,5240.00244140625
206,2816.7,1682.8746337890625
207,5649.1833333333325,5260.5087890625
208,6582.649999999999,8810.033203125
209,8727.699999999999,8645.0771484375
210,5297.8499999999985,6511.08740234375
211,10364.066666666666,6816.63818359375
212,7292.0166666666655,5291.22021484375
213,5676.366666666666,1728.9078369140625
214,4064.2999999999997,3561.8447265625
215,7749.333333333334,4467.36572265625
216,6720.599999999999,5965.23681640625
217,7414.85,4369.66552734375
218,2988.7999999999993,5903.23779296875
219,5135.1833333333325,4597.13427734375
220,7335.4,3897.14892578125
221,6397.5166666666655,6096.28759765625
222,5343.216666666666,5811.01220703125
223,7289.783333333333,7497.3642578125
224,6449.566666666666,3702.28076171875
225,6273.816666666667,7764.00537109375
226,8364.083333333332,6617.08935546875
227,7275.583333333332,9484.3173828125
228,9595.366666666665,7956.990234375
229,9905.533333333333,7694.12255859375
230,10899.033333333333,5020.580078125
231,6690.65,3877.34716796875
232,5814.916666666666,2603.9375
233,1449.2666666666667,3238.881591796875
234,3103.8999999999996,3906.98779296875
235,3361.1499999999996,3886.610107421875
236,5738.316666666666,7792.9912109375
237,4032.2999999999997,4722.17431640625
238,11555.266666666665,5701.78173828125
239,11089.016666666665,9262.783203125
240,13096.749999999996,12157.6552734375
241,10042.199999999999,10197.498046875
242,7408.449999999999,7898.14013671875
243,8661.55,9458.6201171875
244,8782.8,5090.06005859375
245,8897.183333333334,9022.5595703125
246,11809.216666666665,9721.4833984375
247,11862.199999999999,10076.2080078125
248,6577.466666666666,6551.24755859375
249,8562.9,8490.314453125
250,6881.999999999999,5398.25634765625
251,7778.266666666666,6446.9990234375
252,8521.15,8383.9638671875
253,8820.516666666666,5568.37353515625
254,8641.899999999998,7068.95849609375
255,11115.183333333332,14920.9462890625
256,10184.783333333333,13877.798828125
257,12498.266666666666,6231.4775390625
258,12621.633333333331,11986.4111328125
259,11920.199999999999,11437.4970703125
260,13085.05,12519.3251953125
261,12586.616666666665,11163.287109375
262,15160.133333333333,10565.8369140625
263,7604.883333333332,11026.248046875
264,9043.083333333332,9143.2822265625
265,9700.916666666666,9685.9072265625
266,11089.616666666667,6925.32421875
267,15031.883333333331,11756.4736328125
268,8376.133333333331,12285.2373046875
269,8624.716666666665,8583.470703125
270,8238.533333333333,8447.408203125
271,10918.699999999997,9323.1767578125
272,9191.866666666665,9923.3759765625
273,13131.766666666666,9440.0849609375
274,12747.383333333331,8479.6884765625
275,10105.5,5255.82080078125
276,13699.783333333331,9140.5185546875
277,13473.166666666664,8965.9287109375
278,13543.133333333331,11311.3857421875
279,12307.75,14329.6142578125
280,10067.249999999998,10672.8779296875
281,11272.266666666666,12137.08984375
282,10208.916666666664,9251.1240234375
283,20109.783333333333,15781.2177734375
284,18136.049999999996,21120.419921875
285,18731.13333333333,15931.837890625
286,15459.433333333332,13683.328125
287,12297.65,15402.31640625
288,13071.683333333332,14087.912109375
289,9374.983333333334,14568.0341796875
290,10427.133333333331,10858.744140625
291,11506.099999999999,10836.1162109375
292,12386.116666666665,9916.4287109375
293,2050.116666666667,3371.66845703125
294,6768.3499999999985,8538.7421875
295,7010.799999999999,6364.35400390625
296,5708.05,3449.0517578125
297,4247.983333333333,2628.304443359375
298,6201.4,6448.93115234375
299,5944.433333333333,7384.51416015625
300,9167.55,7811.95458984375
301,7061.883333333333,7760.291015625
302,8249.733333333332,7489.12841796875
303,6102.199999999999,6328.67236328125
304,7516.416666666667,5081.59033203125
305,4890.5,7149.92431640625
306,5767.733333333333,9112.896484375
307,8460.333333333332,5564.61865234375
308,9986.016666666666,9102.8720703125
309,12533.75,9263.9052734375
310,13430.533333333331,10245.5166015625
311,14015.766666666666,13689.1826171875
312,6807.866666666666,10068.3701171875
313,8787.816666666666,10398.4169921875
314,11076.283333333333,9212.6220703125
315,12522.866666666665,10998.7158203125
316,15991.899999999998,10566.859375
317,12975.183333333332,14383.3017578125
318,13990.616666666665,11565.2470703125
